price,details,descr,link
$ 261.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104478
$ 650.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104549
$ 750.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104543
$ 1.700.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104620
$ 217.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104648
$ 1.880.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104614
$ 3.350.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104607
$ 421.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104781
$ 463.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104723
$ 2.310.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101191
$ 1.250.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103843
$ 290.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103714
$ 1.250.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103839
$ 343.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103746
$ 270.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103869
$ 845.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104000
$ 236.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102731
$ 484.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102789
$ 405.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102718
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100722
$ 615.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102829
$ 190.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103018
$ 4.800.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103162
$ 420.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192101330
$ 126.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103045
$ 162.200.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102888
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104833
$ 241.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192104835
$ 457.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104931
$ 350.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104990
$ 585.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105027
$ 850.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103171
$ 830.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103719
$ 360.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103432
$ 590.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103304
$ 1.270.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100931
$ 1.995.000.000,5 Ambientes,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192100948
$ 250.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192102161
$ 530.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102164
$ 430.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102581
$ 195.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102461
$ 285.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102643
$ 267.417.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102477
$ 445.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100875
$ 638.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102040
$ 2.300.000.000,1 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102330
$ 1.850.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192100930
$ 175.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102507
$ 650.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101986
$ 380.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102178
$ 850.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102278
$ 530.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102220
$ 2.300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102249
$ 285.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102606
$ 155.000.002,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102098
$ 311.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103533
$ 800.000.000,300 m²,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102085
$ 192.100.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102962
$ 500.000.000,100 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192103282
$ 4.300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103555
$ 520.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103624
$ 193.140.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104219
$ 500.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104221
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104089
$ 550.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104087
$ 115.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104200
$ 272.600.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104203
$ 543.000.000,111 m²,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104112
$ 280.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104127
$ 430.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104180
$ 890.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104262
$ 760.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104416
$ 484.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104059
$ 150.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104109
$ 415.000.000,2 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103433
$ 290.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104473
$ 209.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104672
$ 170.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103777
$ 325.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104285
$ 3.500.000.001,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192103092
$ 5.240.000.000,5 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192102614
$ 463.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103570
$ 198.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103102
$ 3.500.000.000,8 Habs.,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192103660
$ 720.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103818
$ 100.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192104186
$ 1.500.000.000,2 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102759
$ 1.145.664.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104114
$ 465.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105040
$ 55.000.000,1 Ambiente,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192101361
$ 450.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100882
$ 200.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101909
$ 421.200.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104076
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104146
$ 160.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104156
$ 530.030.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104192
$ 3.600.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104484
$ 970.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102613
$ 420.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103703
$ 218.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103644
$ 530.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103661
$ 250.000.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192103809
$ 328.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103868
$ 1.800.000.000,291 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192103934
$ 421.200.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104076
$ 325.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104796
$ 340.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103047
$ 300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103093
$ 124.500.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102768
$ 201.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103031
$ 4.400.000.000,2 Baños,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192103198
$ 3.700.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101368
$ 226.118.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102349
$ 850.000.000,5 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102362
$ 210.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102219
$ 510.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100937
$ 1.300.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100924
$ 1.200.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100936
$ 253.800.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102710
$ 280.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192102416
$ 5.000.000.000,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192102463
$ 235.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192102381
$ 350.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102608
$ 500.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102469
$ 570.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102439
$ 2.300.000.000,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192102482
$ 350.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102478
$ 190.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102998
$ 193.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103006
$ 1.000.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101028
$ 615.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104406
$ 3.040.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104427
$ 590.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100892
$ 265.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104448
$ 3.600.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104484
$ 970.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102613
$ 198.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104601
$ 1.800.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104625
$ 680.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104624
$ 465.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104696
$ 235.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192102381
$ 500.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102708
$ 210.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102219
$ 510.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100937
$ 253.800.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102710
$ 124.500.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102768
$ 4.400.000.000,2 Baños,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192103198
$ 300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103093
$ 190.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102998
$ 193.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103006
$ 340.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103047
$ 201.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103031
$ 850.000.000,5 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102362
$ 280.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192102416
$ 5.000.000.000,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192102463
$ 198.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102799
$ 2.300.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102907
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102882
$ 2.600.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102925
$ 3.700.000.000,2 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192102156
$ 397.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102173
$ 5.000.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100909
$ 3.590.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101852
$ 385.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101232
$ 319.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101280
$ 450.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101005
$ 3.700.000.000,2 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192102156
$ 397.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102173
$ 650.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101961
$ 1.400.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101957
$ 790.000.000,3 Habs.,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192102531
$ 485.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102209
$ 740.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102578
$ 3.950.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102148
$ 206.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102617
$ 130.000.000,2 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101975
$ 2.600.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102925
$ 2.300.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102907
$ 235.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101328
$ 399.000.010,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102670
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102882
$ 198.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102799
$ 500.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192102708
$ 220.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102754
$ 165.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103310
$ 340.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192103425
$ 395.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103569
$ 1.300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102626
$ 198.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103024
$ 179.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103297
$ 600.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103257
$ 1.300.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103288
$ 2.600.000.000,722 m²,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192103315
$ 690.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103579
$ 1.244.267.406,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192103060
$ 890.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104225
$ 2.280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103061
$ 310.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102279
$ 240.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104454
$ 580.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102191
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103066
$ 550.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103602
$ 1.680.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103852
$ 340.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104088
$ 1.198.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192104381
$ 580.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102191
$ 220.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103066
$ 375.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103435
$ 368.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103437
$ 305.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103872
$ 380.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104475
$ 1.680.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103852
$ 550.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103382
$ 550.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192103602
$ 1.200.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100811
$ 360.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100724
$ 650.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100942
$ 670.000.000,75.14 m²,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102266
$ 278.238.900,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102258
$ 480.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100944
$ 1.200.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100927
$ 1.414.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100934
$ 460.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100938
$ 176.400.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102138
$ 150.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102815
$ 500.000.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192104658
$ 261.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104830
$ 214.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104836
$ 240.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192104837
$ 2.480.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104838
$ 460.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102655
$ 194.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102725
$ 196.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101885
$ 1.414.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100934
$ 460.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100938
$ 480.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100944
$ 1.200.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100927
$ 201.500.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102402
$ 4.500.000.000,896 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101221
$ 430.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101057
$ 176.400.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102138
$ 1.200.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102145
$ 360.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100724
$ 278.238.900,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102258
$ 670.000.000,75.14 m²,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102266
$ 950.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192102371
$ 185.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102917
$ 202.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102795
$ 228.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102801
$ 1.100.000,3 Baños,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192102584
$ 261.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102980
$ 214.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102990
$ 390.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102992
$ 430.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192101057
$ 2.850.000.000,3 Baños,Bodega en Venta,https://www.fincaraiz.com.co/bodega-en-venta/192101485
