price,details,descr,link
$ 239.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108359
$ 1.190.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108335
$ 1.050.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108361
$ 730.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108414
$ 770.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108883
$ 3.800.000.000,404 m²,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192108915
$ 360.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108931
$ 296.500.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108990
$ 235.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192109341
$ 118.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110403
$ 320.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109915
$ 260.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109736
$ 590.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109946
$ 410.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108708
$ 450.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109316
$ 1.200.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109984
$ 1.300.000.000,9 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109991
$ 9.200.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108635
$ 320.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109138
$ 1.130.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110700
$ 465.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110540
$ 360.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192109207
$ 420.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192109481
$ 245.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109294
$ 275.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105937
$ 160.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105938
$ 270.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192110194
$ 130.000.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110267
$ 260.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109667
$ 2.700.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109606
$ 2.700.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109008
$ 2.000.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109799
$ 650.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109818
$ 987.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109825
$ 300.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110161
$ 235.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110069
$ 268.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110662
$ 1.390.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105631
$ 243.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105513
$ 400.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108203
$ 380.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108209
$ 419.000.000,41 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108210
$ 930.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108014
$ 355.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109113
$ 205.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109233
$ 750.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109285
$ 100.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110317
$ 330.000.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110261
$ 130.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110262
$ 212.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110266
$ 450.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192110331
$ 1.900.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109634
$ 230.000.000,1 Ambiente,Consultorio en Venta,https://www.fincaraiz.com.co/consultorio-en-venta/192110382
$ 1.200.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110385
$ 420.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110391
$ 650.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108345
$ 850.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110397
$ 2.500.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109983
$ 215.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110432
$ 1.500.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110456
$ 215.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110432
$ 1.500.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110456
$ 1.100.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110350
$ 118.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110403
$ 463.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110469
$ 1.600.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108715
$ 1.590.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110472
$ 890.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110843
$ 3.600.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105297
$ 730.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108414
$ 790.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108685
$ 1.390.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105631
$ 440.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105972
$ 232.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106152
$ 1.350.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106210
$ 195.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106269
$ 243.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105513
$ 260.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106371
$ 355.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109113
$ 9.200.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108635
$ 320.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109138
$ 350.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192108867
$ 275.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192109192
$ 360.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192109207
$ 205.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109233
$ 220.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192107427
$ 735.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110912
$ 1.299.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105742
$ 380.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192106912
$ 330.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109938
$ 211.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105667
$ 385.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110399
$ 800.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110351
$ 390.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105663
$ 897.000.000,10 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110000
$ 455.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106050
$ 1.150.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106786
$ 1.150.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106856
$ 1.150.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106943
$ 1.150.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106959
$ 490.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108982
$ 620.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110902
$ 850.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109201
$ 1.400.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108973
$ 620.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108738
$ 380.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109835
$ 733.500.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110544
$ 280.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105552
$ 276.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105965
$ 550.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106335
$ 192.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108242
$ 2.266.000.000,1 Ambiente,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192108314
$ 1.752.000.000,162 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108281
$ 1.846.000.000,169 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108284
$ 600.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108437
$ 520.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108486
$ 538.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108327
$ 702.000.000,98 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108351
$ 1.040.000.000,130 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108357
$ 500.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108388
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108295
$ 300.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108330
$ 346.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108269
$ 590.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110310
$ 795.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192107336
$ 650.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109295
$ 1.200.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109284
$ 850.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109326
$ 573.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109353
$ 750.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109380
$ 212.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109369
$ 285.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108051
$ 931.500.000,69 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192109385
$ 157.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109084
$ 668.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106067
$ 530.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109572
$ 269.499.978,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109581
$ 2.150.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109613
$ 780.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109739
$ 1.350.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110107
$ 330.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110112
$ 750.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109477
$ 350.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109478
$ 750.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109459
$ 573.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109353
$ 650.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109295
$ 1.200.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109284
$ 850.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109326
$ 212.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109369
$ 750.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109477
$ 350.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109478
$ 2.150.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109613
$ 285.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108051
$ 530.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109572
$ 269.499.978,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109581
$ 920.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108423
$ 931.500.000,69 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192109385
$ 668.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106067
$ 260.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109498
$ 190.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109297
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109403
$ 157.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109084
$ 750.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109459
$ 750.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109380
$ 830.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192105816
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109403
$ 1.400.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108973
$ 260.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109498
$ 200.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106113
$ 210.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192107787
$ 245.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192108544
$ 320.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108578
$ 395.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108612
$ 1.370.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108609
$ 390.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192108632
$ 420.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108637
$ 235.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106226
$ 192.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108242
$ 1.752.000.000,162 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108281
$ 1.846.000.000,169 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108284
$ 2.266.000.000,1 Ambiente,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192108314
$ 538.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108327
$ 702.000.000,98 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108351
$ 1.040.000.000,130 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108357
$ 500.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108388
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108295
$ 1.375.000.000,128 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108256
$ 260.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192107056
$ 250.000.000,1 Ambiente,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192107443
$ 280.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106016
$ 740.000.000,14 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106970
$ 1.250.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192107653
$ 1.925.210.149,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192107239
$ 760.000.000,2 Baños,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192107270
$ 500.000.000,70 m²,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192108346
$ 550.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106335
$ 820.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192107873
$ 2.200.000.000,10 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192107793
$ 600.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108437
$ 300.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192108330
$ 520.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192108486
$ 370.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108493
$ 346.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192108269
$ 639.600.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110747
$ 353.200.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192110806
$ 733.500.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110544
$ 480.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110742
$ 2.360.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192110517
$ 1.790.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105840
$ 200.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105738
$ 189.100.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105666
$ 430.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106874
$ 570.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105743
$ 211.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105665
$ 279.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106862
$ 355.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105834
$ 620.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106782
$ 750.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106815
$ 1.050.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192109217
$ 460.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105758
$ 139.758.065,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105586
$ 198.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105658
$ 190.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105660
$ 2.400.000.000,1238 m²,Edificio en Venta,https://www.fincaraiz.com.co/edificio-en-venta/192108363
$ 215.600.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105668
$ 300.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192106465
$ 430.000.000,3 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192110162
$ 590.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192109190
$ 1.150.000.000,6 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192106950
$ 487.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192105229
$ 290.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104473
$ 209.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104672
$ 150.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104109
$ 9.000.000.000,764.5 m²,Lote en Venta,https://www.fincaraiz.com.co/lote-en-venta/192101476
$ 310.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101912
$ 360.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101002
$ 161.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101391
$ 1.150.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102284
$ 243.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102320
$ 58.000.000,1 Ambiente,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192102315
$ 1.200.000,286 m²,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192100928
$ 1.850.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192100930
$ 1.270.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192100931
$ 1.995.000.000,5 Ambientes,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192100948
$ 215.600.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101311
$ 265.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101315
$ 615.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192101875
$ 250.000.000,1 Baño,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192102161
$ 530.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102164
$ 340.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192102468
$ 1.290.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104394
$ 455.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104431
$ 463.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104391
$ 374.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104389
$ 570.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104369
$ 1.691.888.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192104334
